payments,revenue,refund_amount,refund_ratio,pg_fee,contribution_before_variable_opex,within_72h_renewals,after_72h_renewals,main_expiries,sub_expiries,main_to_sub_conversions,renewal_rank_assessments,payback_qualifications,active_users_end,active_user_days,scenario
3011,87319000,4181800.0,0.04789106609099967,3265730.6,79541469.4,1579,432,313,2686,253,29,286,12,79459.15424473827,강한 유지
3166,91814000,4718300.0,0.05138976626658244,3433843.6,83331856.4,1722,444,353,2799,294,19,323,14,83467.18584418549,강한 유지
3035,88015000,4747300.0,0.05393739703459637,3291761.0000000005,79645939.0,1634,402,342,2684,257,39,322,9,80113.9005402933,강한 유지
3072,89088000,4674800.0,0.052473958333333334,3331891.2,80751308.8,1638,434,344,2720,274,34,320,8,81630.34311493518,강한 유지
3089,89581000,4190500.0,0.046778892845581094,3350329.4000000004,81710170.6,1617,472,315,2766,256,29,289,8,81309.538756302,강한 유지
3080,89320000,3909200.0,0.043766233766233766,3340568.0000000005,81740232.0,1625,456,293,2773,222,39,269,14,81219.81586118446,강한 유지
3270,94830000,4608100.0,0.048593272171253823,3546642.0000000005,86345258.0,1782,489,344,2910,281,30,316,16,86777.11812122857,강한 유지
3094,89726000,4379000.0,0.04880413703943116,3355752.4000000004,81661247.6,1645,449,321,2761,262,32,296,12,81830.90792162562,강한 유지
3130,90770000,4584900.0,0.0505111821086262,3394798.0000000005,82460302.0,1668,463,330,2790,273,26,312,10,82989.23029736622,강한 유지
3016,87464000,4263000.0,0.04874005305039788,3271153.6,79599846.4,1592,424,311,2698,237,32,291,7,79287.43177785243,강한 유지
3074,89146000,4715400.0,0.05289525048796356,3334060.4000000004,80766539.6,1628,448,345,2718,279,32,321,11,81468.81050455254,강한 유지
3142,91118000,4732800.0,0.05194143857415659,3407813.2,82647386.8,1714,429,357,2766,286,38,324,19,83058.91541336646,강한 유지
3004,87116000,3984600.0,0.04573901464713715,3258138.4000000004,79543261.6,1582,423,300,2693,246,29,273,11,78992.83291060821,강한 유지
3096,89784000,4756000.0,0.05297157622739018,3357921.6,81340078.4,1684,412,348,2740,281,41,325,8,81822.36300155443,강한 유지
3066,88914000,4526900.0,0.05091324200913242,3325383.6,80731716.4,1609,458,340,2717,272,30,311,9,81641.75001052629,강한 유지
2947,85463000,4094800.0,0.04791313199864269,3196316.2,77841883.8,1524,424,306,2632,249,31,280,9,78088.5207363206,강한 유지
3132,90828000,4930000.0,0.05427841634738186,3396967.2,82171032.8,1676,456,364,2760,287,41,337,8,82634.77181351809,강한 유지
3062,88798000,4466000.0,0.050293925538863485,3321045.2,80680954.8,1654,409,328,2723,267,25,305,11,80929.54700424446,강한 유지
3099,89871000,4431200.0,0.04930622781542433,3361175.4000000004,81748624.6,1653,446,321,2772,256,27,302,6,81726.69366081235,강한 유지
3090,89610000,4289100.0,0.047864077669902916,3351414.0000000005,81639486.0,1686,404,321,2761,262,23,294,8,81189.56731342027,강한 유지
2984,86536000,4306500.0,0.049765415549597854,3236446.4000000004,78663053.6,1571,414,311,2662,239,29,294,11,79108.71748558246,강한 유지
3070,89030000,4497900.0,0.05052117263843648,3329722.0000000005,80872378.0,1655,417,333,2728,277,29,309,9,80853.7228925699,강한 유지
2949,85521000,4782100.0,0.05591726008816548,3198485.4000000004,77210414.6,1539,411,365,2580,287,34,328,4,78297.2980112446,강한 유지
3242,94018000,4370300.0,0.04648365206662554,3516273.2,85801426.8,1764,479,329,2905,264,35,299,8,85401.73950846485,강한 유지
3174,92046000,4463100.0,0.04848771266540643,3442520.4000000004,83810379.6,1751,425,342,2824,283,30,306,8,83753.78677049372,강한 유지
3046,88334000,4648700.0,0.05262639527248851,3303691.6,80051608.4,1623,425,345,2688,274,31,317,13,80398.52705250648,강한 유지
3017,87493000,4303600.0,0.04918793503480278,3272238.2,79587161.8,1577,442,325,2686,252,34,295,6,79693.16548324436,강한 유지
3025,87725000,4239800.0,0.048330578512396694,3280915.0000000005,79874285.0,1590,435,315,2702,252,28,290,8,80450.17614835428,강한 유지
3212,93148000,4634200.0,0.04975093399750934,3483735.2,84700064.8,1734,480,340,2863,272,39,313,9,84982.85685140105,강한 유지
3103,89987000,4199200.0,0.046664518208185624,3365513.8000000003,82092286.2,1661,443,309,2786,246,28,286,8,81470.52333507207,강한 유지
3045,88305000,4616800.0,0.052282430213464695,3302607.0000000005,80055593.0,1599,446,347,2689,263,47,316,9,79956.5420026696,강한 유지
2985,86565000,4234000.0,0.048911222780569516,3237531.0,78763469.0,1579,407,318,2656,265,27,292,11,79428.09102682353,강한 유지
3309,95961000,4921300.0,0.05128437594439408,3588941.4000000004,87120758.6,1826,485,357,2946,286,27,334,6,87620.33051267955,강한 유지
3128,90712000,4657400.0,0.051342710997442455,3392628.8000000003,82331971.2,1681,448,349,2765,278,34,317,14,82366.3081063952,강한 유지
3115,90335000,4651600.0,0.05149277688603531,3378529.0000000005,81974871.0,1661,454,351,2760,276,44,319,4,82560.25848015712,강한 유지
3011,87319000,4321000.0,0.049485220856858185,3265730.6,79402269.4,1584,428,320,2677,259,22,295,14,79594.39037232137,강한 유지
2955,85695000,4074500.0,0.047546531302876484,3204993.0,78085507.0,1546,411,299,2649,250,21,278,7,77724.48683332057,강한 유지
3006,87174000,4935800.0,0.05662009314703925,3260307.6,78647892.4,1596,410,371,2625,291,34,335,10,80156.23453067086,강한 유지
2966,86014000,4054200.0,0.0471341874578557,3216923.6,78412876.4,1548,419,299,2661,239,26,279,6,78738.88262069743,강한 유지
3110,90190000,4790800.0,0.05311897106109325,3373106.0000000005,81696094.0,1612,499,351,2745,282,35,328,14,82336.17578481187,강한 유지
3099,89871000,4367400.0,0.04859632139399806,3361175.4000000004,81812424.6,1683,417,327,2757,280,20,300,15,81956.2332340905,강한 유지
3061,88769000,4271700.0,0.04812152891212022,3319960.6,80847339.4,1588,473,317,2739,251,30,291,5,80520.95903250611,강한 유지
3197,92713000,4506600.0,0.048608070065686584,3467466.2,84408933.8,1738,463,330,2857,260,36,309,10,84546.78186763573,강한 유지
3221,93409000,4700900.0,0.05032598571872089,3493496.6,84884603.4,1747,476,357,2860,291,35,323,4,84958.27688816446,강한 유지
3022,87638000,3990400.0,0.045532759761747185,3277661.2,80039938.8,1625,397,301,2712,246,26,274,9,79655.62258671565,강한 유지
3079,89291000,4695100.0,0.052582007145177,3339483.4000000004,80926416.6,1602,478,343,2727,265,41,319,9,81516.56766271187,강한 유지
3020,87580000,4036800.0,0.04609271523178808,3275492.0000000005,79937708.0,1559,461,299,2714,238,32,276,7,79863.34747692577,강한 유지
3124,90596000,4274600.0,0.047183098591549295,3388290.4000000004,82603109.6,1699,425,315,2804,262,27,293,5,81588.77079298082,강한 유지
3038,88102000,4680600.0,0.053127057274522715,3295014.8000000003,79796385.2,1598,440,341,2688,285,23,321,9,80274.42065993907,강한 유지
3096,89784000,4161500.0,0.04635012919896641,3357921.6,81934578.4,1671,427,314,2771,249,29,284,11,81282.44058531731,강한 유지
3051,88479000,4503700.0,0.0509013438216978,3309114.6,80336185.4,1611,441,331,2711,263,32,307,9,80503.43349968962,강한 유지
3092,89668000,4439900.0,0.04951487710219923,3353583.2,81544516.8,1624,468,335,2751,258,43,305,6,81334.85334805532,강한 유지
3210,93090000,4526900.0,0.04862928348909657,3481566.0000000005,84751534.0,1747,466,331,2869,259,33,308,10,84679.78835810057,강한 유지
3009,87261000,4727000.0,0.05417082087072117,3263561.4000000004,78940438.6,1621,388,365,2637,294,32,323,7,79749.74989092324,강한 유지
3126,90654000,4268800.0,0.04708893154190659,3390459.6,82664740.4,1668,459,325,2791,277,23,292,10,82099.82093122847,강한 유지
3150,91350000,4959000.0,0.054285714285714284,3416490.0000000005,82644510.0,1713,437,372,2765,306,37,336,13,83359.59823288061,강한 유지
3155,91495000,4605200.0,0.05033280507131537,3421913.0000000005,83137887.0,1688,467,334,2809,263,38,314,12,83236.339612513,강한 유지
3078,89262000,4587800.0,0.05139701104613385,3338398.8000000003,81005801.2,1628,451,340,2730,263,36,311,8,81320.77063733042,강한 유지
3154,91466000,4515300.0,0.049365884590995564,3420828.4000000004,83199871.6,1715,441,335,2805,273,33,309,14,83085.18715544727,강한 유지
3133,90857000,4802400.0,0.05285668688158315,3398051.8000000003,82326548.2,1670,464,357,2766,291,35,330,10,83002.89670703007,강한 유지
3085,89465000,4941600.0,0.055235008103727716,3345991.0000000005,80847409.0,1651,434,362,2715,272,45,339,8,81894.00228895771,강한 유지
2929,84941000,4471800.0,0.052645954250597475,3176793.4000000004,76962406.6,1540,389,329,2593,263,34,306,7,77741.57453545963,강한 유지
3239,93931000,4889400.0,0.05205310280950911,3513019.4000000004,85198580.6,1778,465,367,2859,295,37,333,13,85460.68125500224,강한 유지
3093,89697000,4196300.0,0.04678305851923699,3354667.8000000003,81816032.2,1629,466,317,2768,252,37,287,8,81452.07512325396,강한 유지
3107,90103000,4692200.0,0.05207595751528806,3369852.2,81710947.8,1655,453,342,2752,278,31,320,13,82515.9279837596,강한 유지
3186,92394000,4260100.0,0.04610797237915882,3455535.6,84348364.4,1707,479,315,2858,263,26,292,13,84257.85955954908,강한 유지
3052,88508000,4413800.0,0.049868938401048495,3310199.2,80454000.8,1635,418,324,2722,255,32,302,6,80689.7396849322,강한 유지
3142,91118000,4460200.0,0.04894971355824316,3407813.2,82919986.8,1674,468,326,2803,261,39,307,13,83329.92472799793,강한 유지
3160,91640000,4579100.0,0.049968354430379745,3427336.0000000005,83303564.0,1707,453,346,2795,289,21,314,19,83402.07799182745,강한 유지
3048,88392000,4207900.0,0.04760498687664042,3305860.8000000003,80548239.2,1632,418,311,2732,259,19,289,5,80811.88892192452,강한 유지
3095,89755000,4425400.0,0.04930533117932149,3356837.0000000005,81642763.0,1639,456,331,2749,262,32,304,15,81368.48253893445,강한 유지
3118,90422000,4625500.0,0.05115458627325208,3381782.8000000003,82084717.2,1668,450,345,2765,276,38,316,8,82589.4473566336,강한 유지
3123,90567000,4210800.0,0.04649375600384246,3387205.8000000003,82638994.2,1664,460,312,2804,237,30,288,7,82176.06747271525,강한 유지
3021,87609000,4141200.0,0.04726911618669315,3276576.6,79861223.4,1561,461,307,2708,253,29,285,6,79757.09518871334,강한 유지
3159,91611000,4584900.0,0.050047483380816715,3426251.4000000004,83269848.6,1704,455,337,2811,265,41,315,11,83582.11328603467,강한 유지
2927,84883000,3767100.0,0.04437991117184831,3174624.2,77611275.8,1483,444,283,2637,224,30,258,7,77317.25812177951,강한 유지
3101,89929000,4181800.0,0.046501128668171555,3363344.6,82053855.4,1626,475,312,2780,247,38,286,9,82130.46641654008,강한 유지
2997,86913000,4408000.0,0.050717384050717386,3250546.2,78924453.8,1571,426,322,2669,262,31,301,6,79107.98465118014,강한 유지
3025,87725000,4129600.0,0.047074380165289254,3280915.0000000005,79984485.0,1610,415,303,2716,235,32,283,6,79934.25481847239,강한 유지
3032,87928000,4251400.0,0.048350923482849605,3288507.2,80058092.8,1574,458,314,2708,248,33,289,10,79735.99758238673,강한 유지
3040,88160000,4089000.0,0.04638157894736842,3297184.0000000005,80443816.0,1618,422,312,2718,264,27,279,10,80362.51549152118,강한 유지
3288,95352000,4692200.0,0.049209245742092456,3566164.8000000003,86763635.2,1801,487,351,2923,276,42,320,14,86467.21117152754,강한 유지
3113,90277000,4642900.0,0.05142948923867652,3376359.8000000003,81927740.2,1651,463,347,2757,282,31,316,9,83053.23601244169,강한 유지
3021,87609000,4474700.0,0.051075802714333,3276576.6,79527723.4,1583,440,327,2683,262,30,305,11,79830.67935441098,강한 유지
3124,90596000,4419600.0,0.04878361075544174,3388290.4000000004,82458109.6,1654,473,338,2775,261,40,303,11,82422.26961155728,강한 유지
3133,90857000,4596500.0,0.05059048834982445,3398051.8000000003,82532448.2,1673,460,344,2779,270,38,314,10,83011.75774498408,강한 유지
3003,87087000,4094800.0,0.04701964701964702,3257053.8000000003,79405146.2,1572,432,307,2690,256,30,280,6,79793.11505533362,강한 유지
3195,92655000,4741500.0,0.05117370892018779,3465297.0000000005,84118203.0,1759,436,357,2823,301,34,324,15,85047.69105309152,강한 유지
